"key"	"name_de"	"name_en"
"V06C"	"SÄUGLINGSNAHRUNG"	"Infant formulas"
"V06CA"	"Diätetika ohne Phenylalanin"	"Nutrients without phenylalanine"
"V06CX"	"Andere Diätetika als Säuglingsnahrung"	NA
"V06D"	"ANDERE DIÄTETIKA"	"Other nutrients"
"V06DA"	"Kohlenhydrate/Proteine/Mineralstoffe/Vitamine, Kombinationen"	"Carbohydrates/proteins/minerals/vitamins, combinations"
"V06DB"	"Fette/Kohlenhydrate/Proteine/Mineralstoffe/Vitamine, Kombinationen"	"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
"V06DC"	"Kohlenhydrate"	"Carbohydrates"
"V06DD"	"Aminosäuren, inkl. Kombinationen mit Polypeptiden"	"Amino acids, including combinations with polypeptides"
"V06DE"	"Aminosäuren/Kohlenhydrate/Mineralstoffe/Vitamine, Kombinationen"	"Amino acids/carbohydrates/minerals/vitamins, combinations"
"V06DF"	"Milchersatzstoffe"	"Milk substitutes"
"V06DX"	"Andere Diätetika-Kombinationen"	"Other combinations of nutrients"
"V07"	"ALLE ÜBRIGEN NICHTTHERAPEUTISCHEN MITTEL"	"All other non-therapeutic products"
"V07A"	"ALLE ÜBRIGEN NICHTTHERAPEUTISCHEN MITTEL"	"All other non-therapeutic products"
"V07AA"	"Pflaster"	"Plasters"
"V07AB"	"Lösungs- und Verdünnungsmittel, inkl. Spüllösungen"	"Solvents and diluting agents, including irrigating solutions"
"V07AC"	"Bluttransfusionen, Hilfsstoffe"	"Blood transfusion, auxiliary products"
"V07AD"	"Blut-Tests, Hilfsmittel"	"Blood tests, auxiliary products"
"V07AG"	"Verbandmittel"	NA
"V07AI"	"Andere Hilfsmittel ohne Pharmazentralnummer"	NA
"V07AK"	"Abrechnung von Mietgebühren für Hilfsmittel"	NA
"V07AN"	"Inkontinenz-Artikel"	"Incontinence equipment"
"V07AQ"	"Sonstige apothekenübliche Ware"	NA
"V07AR"	"Sensitivitäts-Tests, Plättchen und Tabletten"	"Sensitivity tests, discs and tablets"
"V07AS"	"Stoma-Artikel"	"Stoma equipment"
"V07AT"	"Kosmetika"	"Cosmetics"
"V07AU"	"Desinfektionsmittel"	NA
"V07AV"	"Technische Desinfektionsmittel"	"Technical disinfectants"
"V07AW"	"Verbandmittel/Pflaster ohne Pharmazentralnummer"	NA
"V07AX"	"Waschsubstanzen etc."	"Washing agents etc."
"V07AY"	"Andere nichttherapeutische Hilfsmittel"	"Other non-therapeutic auxiliary products"
"V07AZ"	"Chemikalien und Reagenzien zur Analyse"	"Chemicals and reagents for analysis"
"V08"	"KONTRASTMITTEL"	"Contrast media"
"V08A"	"RÖNTGENKONTRASTMITTEL, IOD-HALTIG"	"X-ray contrast media, iodinated"
"V08AA"	"Wasserlösliche nephrotrope hochosmolare Röntgenkontrastmittel"	"Water-soluble, nephrotropic, high osmolar X-ray contrast media"
"V08AB"	"Wasserlösliche nephrotrope niederosmolare Röntgenkontrastmittel"	"Water-soluble, nephrotropic, low osmolar X-ray contrast media"
"V08AC"	"Wasserlösliche hepatotrope Röntgenkontrastmittel"	"Water-soluble, hepatotropic X-ray contrast media"
"V08AD"	"Wasserunlösliche Röntgenkontrastmittel"	"Non-watersoluble X-ray contrast media"
"V08B"	"RÖNTGENKONTRASTMITTEL, NICHT IOD-HALTIG"	"X-ray contrast media, non-iodinated"
"V08BA"	"Bariumsulfat-haltige Röntgenkontrastmittel"	"Barium sulfate containing X-ray contrast media"
"V08C"	"KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE"	"Magnetic resonance imaging contrast media"
"V08CA"	"Paramagnetische Kontrastmittel"	"Paramagnetic contrast media"
"V08CB"	"Superparamagnetische Kontrastmittel"	"Superparamagnetic contrast media"
"V08CX"	"Andere Kontrastmittel für die Magnetresonanztomographie"	"Other magnetic resonance imaging contrast media"
"V08D"	"ULTRASCHALL-KONTRASTMITTEL"	"Ultrasound contrast media"
"V08DA"	"Ultraschall-Kontrastmittel"	"Ultrasound contrast media"
"V08E"	"FLUORESZENZ-KONTRASTMITTEL"	NA
"V08EA"	"Fluoreszenz-Kontrastmittel"	NA
"V09"	"RADIODIAGNOSTIKA"	"Diagnostic radiopharmaceuticals"
"V09A"	"ZENTRALES NERVENSYSTEM"	"Central nervous system"
"V09AA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09AB"	"[123I]Iodverbindungen"	"Iodine (123I) compounds"
"V09AX"	"Andere Radiodiagnostika für das zentrale Nervensystem"	"Other central nervous system diagnostic radiopharmaceuticals"
"V09B"	"SKELETT"	"Skeleton"
"V09BA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09C"	"NIERENSYSTEM"	"Renal system"
"V09CA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09CX"	"Andere Radiodiagnostika für das Nierensystem"	"Other renal system diagnostic radiopharmaceuticals"
"V09D"	"LEBER- UND RETIKULOENDOTHELIALSYSTEM"	"Hepatic and reticulo endothelial system"
"V09DA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09DB"	"[99mTc]Technetium, Partikel und Kolloide"	"Technetium (99mTc), particles and colloids"
"V09DX"	"Andere Radiodiagnostika für das Leber- und Retikuloendothelialsystem"	"Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals"
"V09E"	"RESPIRATIONSTRAKT"	"Respiratory system"
"V09EA"	"[99mTc]Technetium, Inhalate"	"Technetium (99mTc) inhalants"
"V09EB"	"[99mTc]Technetium, Partikel zur Injektion"	"Technetium (99mTc) particles for injection"
"V09EX"	"Andere Radiodiagnostika für den Respirationstrakt"	"Other respiratory system diagnostic radiopharmaceuticals"
"V09F"	"SCHILDDRÜSE"	"Thyroid"
"V09FX"	"Verschiedene Radiodiagnostika für die Schilddrüse"	"Various thyroid diagnostic radiopharmaceuticals"
"V09G"	"KARDIOVASKULÄRES SYSTEM"	"Cardiovascular system"
"V09GA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09GB"	"[125I]Iodverbindungen"	"Iodine (125I) compounds"
"V09GX"	"Andere Radiodiagnostika für das kardiovaskuläre System"	"Other cardiovascular system diagnostic radiopharmaceuticals"
"V09H"	"ENTZÜNDUNGS- UND INFEKTIONSERKENNUNG"	"Inflammation and infection detection"
"V09HA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09HB"	"[111In]Indiumverbindungen"	"Indium (111In) compounds"
"V09HX"	"Andere Radiodiagnostika zur Erkennung von Entzündungen und Infektionen"	"Other diagnostic radiopharmaceuticals for inflammation and infection detection"
"V09I"	"TUMORERKENNUNG"	"Tumour detection"
"V09IA"	"[99mTc]Technetiumverbindungen"	"Technetium (99mTc) compounds"
"V09IB"	"[111In]Indiumverbindungen"	"Indium (111In) compounds"
"V09IX"	"Andere Radiodiagnostika zur Tumorerkennung"	"Other diagnostic radiopharmaceuticals for tumour detection"
"V09X"	"ANDERE RADIODIAGNOSTIKA"	"Other diagnostic radiopharmaceuticals"
"V09XA"	"[131I]Iodverbindungen"	"Iodine (131I) compounds"
"V09XX"	"Verschiedene Radiodiagnostika"	"Various diagnostic radiopharmaceuticals"
"V10"	"RADIOTHERAPEUTIKA"	"Therapeutic radiopharmaceuticals"
"V10A"	"ENTZÜNDUNGSHEMMENDE MITTEL"	"Anti-inflammatory agents"
"V10AA"	"[90Y]Yttriumverbindungen"	"Yttrium (90Y) compounds"
"V10AX"	"Andere entzündungshemmende Radiotherapeutika"	"Other anti-inflammatory therapeutic radiopharmaceuticals"
"V10B"	"SCHMERZLINDERUNG (KNOCHENMETASTASEN)"	"Pain palliation (bone seeking agents)"
"V10BX"	"Verschiedene Radiopharmaka zur Schmerzlinderung"	"Various pain palliation radiopharmaceuticals"
"V10X"	"ANDERE RADIOTHERAPEUTIKA"	"Other therapeutic radiopharmaceuticals"
"V10XA"	"[131I]Iodverbindungen"	"Iodine (131I) compounds"
"V10XX"	"Verschiedene Radiotherapeutika"	"Various therapeutic radiopharmaceuticals"
"V20"	"WUNDVERBÄNDE"	"Surgical dressings"
"V60"	"HOMÖOPATHIKA UND ANTHROPOSOPHIKA"	NA
"V60A"	"HOMÖOPATHIKA"	NA
"V60AA"	"Homöopathika mit Pharmazentralnummer"	NA
"V60AB"	"Homöopathika ohne Pharmazentralnummer"	NA
"V60B"	"ANTHROPOSOPHIKA"	NA
"V70"	"REZEPTUREN"	NA
"V70A"	"REZEPTUREN ZUR BEHANDLUNG VON SUCHTERKRANKUNGEN"	NA
"V70AA"	"Rezepturen zur Behandlung der Opiatabhängigkeit"	NA
"V70B"	"REZEPTUREN ZUR ANTINEOPLASTISCHEN UND IMMUNMODULIERENDEN BEHANDLUNG"	NA
"V70BA"	"Zytostatika-Zubereitungen"	NA
"V70C"	"INDIVIDUELL HERGESTELLTE PARENTERALE LÖSUNGEN"	NA
"V70CA"	"Individuell hergestellte parenterale Ernährungslösungen"	NA
"V70CB"	"Individuell hergestellte parenterale Antibiotika-haltige Infusionslösungen"	NA
"V70CC"	"Individuell hergestellte parenterale Virustatika-haltige Infusionslösungen"	NA
"V70CD"	"Individuell hergestellte parenterale Schmerzlösungen"	NA
"V70CE"	"Individuell hergestellte parenterale Lösungen mit Monoklonalen Antikörpern"	NA
"V70CF"	"Individuell hergestellte parenterale Lösungen mit Folinaten, die keine weiteren Wirkstoffe enthalten"	NA
"V70CX"	"Sonstige individuell hergestellte parenterale Lösungen"	NA
"V70D"	"ABRECHNUNG VON VERORDNUNGEN"	NA
"V70DA"	"Abrechnung von Verordnungen im Rahmen der künstlichen Befruchtung"	NA
"V70X"	"ANDERE REZEPTUREN"	NA
"V70XA"	"Rezepturen (auch Rezeptursubstanzen ungemischt)"	NA
"V90"	"SONDERGRUPPEN"	NA
"V90A"	"EINZELN IMPORTIERTE AM (§ 73 ABSATZ 3 AMG)"	NA
"V90B"	"ARZNEIMITTEL OHNE PHARMAZENTRALNUMMER"	NA
"V90C"	"STÜCKELUNG NACH ZIFFER 3, TECHNISCHE ANLAGE GEM. § 300 SGB V"	NA
"V90D"	"ARZNEIMITTELDOSSIER NACH HAUSAPOTHEKENVERTRAG"	NA
"V90E"	"TIERARZNEIMITTEL"	NA
"V90F"	"BTM-GEBÜHR"	NA
"V90G"	"NOCTU-GEBÜHR"	NA
"V90H"	"ABRECHNUNGSFÄHIGE BESCHAFFUNGSKOSTEN"	NA
"V90I"	"NICHTVERFÜGBARKEIT VON RABATTBEGÜNSTIGTEN ODER VON IMPORTIERTEN ARZNEIMITTELN"	NA
"V90K"	"WIEDERABGABE VON ARZNEIMITTELN"	NA
"V90L"	"AUSEINZELUNG"	NA
"V90M"	"AUS FERTIGARZNEIMITTELN ENTNOMMENE, PATIENTENINDIVIDUELLE TEILMENGEN IM RAHMEN EINER DAUERMEDIKATION (Z.B. BLISTER)"	NA
"V90N"	"ABRECHNUNG VON L-POLAMIDON-EINZELDOSEN"	NA
"V90O"	"ABRECHNUNG VON BUPRENORPHIN- ODER SUBUTEX-EINZELDOSEN"	NA
"V90P"	"ABRECHNUNG VON SUBOXONE-EINZELDOSEN"	NA
"V90Q"	"ABRECHNUNG DES ZUSCHLAGES BEI ABGABE VON OSELTAMIVIR-ZUBEREITUNGEN"	NA
"V90S"	"REGIONALE UND KASSENSPEZIFISCHE SONDER-PZN"	NA
